ID_Cliente,Nome,Idade,Genero,Localizacao,Status_Fidelidade
2513,Paulo Santos,30,Feminino,Curitiba,Novo
2514,Paulo Almeida,49,Feminino,Rio de Janeiro,VIP
2515,Pedro Gomes,22,Masculino,Curitiba,VIP
2516,João Pereira,24,Masculino,Rio de Janeiro,Inativo
2517,Francisca Oliveira,38,Feminino,São Paulo,Novo
2518,Carlos Fernandes,20,Feminino,Belo Horizonte,Inativo
2519,Carlos Pereira,57,Masculino,Belo Horizonte,Ativo
2520,Carlos Fernandes,21,Feminino,Belo Horizonte,Ativo
2521,Juliana Santos,69,Feminino,São Paulo,Novo
2522,Paulo Costa,39,Masculino,Salvador,VIP
2523,João Gomes,69,Feminino,Belo Horizonte,Novo
2524,Ana Oliveira,42,Masculino,Salvador,Inativo
2525,Francisca Costa,65,Masculino,Belo Horizonte,Inativo
2526,Ana Almeida,34,Masculino,Belo Horizonte,Novo
2527,Paulo Oliveira,25,Feminino,Salvador,Inativo
2528,Juliana Costa,28,Feminino,Curitiba,Ativo
2529,Paulo Souza,45,Feminino,Salvador,Novo
2530,Ana Costa,66,Masculino,Curitiba,Novo
2531,Ana Souza,35,Masculino,Curitiba,Inativo
2532,Paulo Santos,42,Masculino,Belo Horizonte,Ativo
2533,Maria Souza,35,Feminino,São Paulo,VIP
2534,Pedro Souza,24,Masculino,Salvador,Novo
2535,Camila Costa,57,Masculino,Curitiba,Novo
2536,Juliana Souza,22,Masculino,São Paulo,Ativo
2537,Carlos Santos,50,Feminino,São Paulo,Novo
2538,Paulo Silva,67,Masculino,São Paulo,VIP
2539,Ana Silva,68,Masculino,São Paulo,Novo
2540,Carlos Gomes,46,Feminino,Salvador,Novo
2541,João Fernandes,59,Masculino,Belo Horizonte,VIP
2542,Ana Souza,18,Feminino,Belo Horizonte,VIP
2543,Carlos Almeida,66,Masculino,Belo Horizonte,Novo
2544,João Almeida,34,Feminino,São Paulo,Novo
2545,Ana Souza,30,Feminino,Salvador,VIP
2546,Maria Gomes,48,Feminino,Curitiba,Ativo
2547,Francisca Santos,21,Masculino,Salvador,Ativo
2548,Pedro Lima,56,Masculino,Belo Horizonte,Novo
2549,Carlos Gomes,56,Feminino,Rio de Janeiro,VIP
2550,Lucas Almeida,54,Feminino,Salvador,Ativo
2551,Camila Santos,66,Feminino,Rio de Janeiro,Novo
2552,Carlos Oliveira,45,Masculino,Salvador,Novo
2553,Lucas Santos,43,Masculino,Curitiba,Ativo
2554,Juliana Gomes,42,Masculino,Salvador,Inativo
2555,Juliana Pereira,55,Feminino,Belo Horizonte,Ativo
2556,Pedro Santos,39,Feminino,Salvador,Inativo
2557,Francisca Santos,65,Masculino,Salvador,VIP
2558,Maria Fernandes,48,Feminino,São Paulo,Novo
2559,Pedro Oliveira,43,Masculino,São Paulo,Ativo
2560,Pedro Lima,46,Masculino,Belo Horizonte,VIP
2561,Camila Santos,28,Feminino,Salvador,Inativo
2562,Maria Costa,43,Feminino,Curitiba,Novo
2563,Maria Lima,60,Feminino,São Paulo,Inativo
2564,Paulo Silva,70,Masculino,Belo Horizonte,Novo
2565,João Silva,25,Feminino,Rio de Janeiro,Inativo
2566,Paulo Fernandes,62,Masculino,Curitiba,Novo
2567,Carlos Gomes,28,Feminino,Salvador,Novo
2568,Lucas Fernandes,70,Masculino,Rio de Janeiro,Novo
2569,Ana Pereira,19,Masculino,São Paulo,Ativo
2570,Paulo Souza,57,Feminino,Curitiba,Ativo
2571,Maria Silva,23,Masculino,Belo Horizonte,Ativo
2572,Ana Costa,35,Feminino,Curitiba,Inativo
2573,Francisca Souza,23,Masculino,São Paulo,Inativo
2574,Juliana Lima,28,Feminino,Rio de Janeiro,Ativo
2575,Maria Lima,19,Masculino,São Paulo,Inativo
2576,Paulo Lima,22,Masculino,Salvador,VIP
2577,Francisca Pereira,69,Feminino,São Paulo,Ativo
2578,Camila Fernandes,27,Masculino,Belo Horizonte,Novo
2579,Lucas Oliveira,48,Feminino,Curitiba,Ativo
2580,Ana Santos,43,Feminino,Salvador,Novo
2581,Juliana Pereira,19,Feminino,Curitiba,VIP
2582,Maria Oliveira,39,Masculino,Rio de Janeiro,Ativo
2583,Maria Almeida,34,Feminino,Belo Horizonte,Ativo
2584,Francisca Pereira,47,Feminino,São Paulo,VIP
2585,João Santos,37,Masculino,São Paulo,VIP
2586,Francisca Lima,22,Masculino,Curitiba,Novo
2587,Carlos Lima,65,Masculino,Salvador,VIP
2588,Camila Almeida,43,Feminino,Belo Horizonte,Novo
2589,Juliana Oliveira,39,Masculino,Salvador,Ativo
2590,Francisca Silva,65,Feminino,Rio de Janeiro,Ativo
2591,Pedro Gomes,55,Feminino,Salvador,VIP
2592,Maria Oliveira,54,Feminino,Curitiba,Ativo
2593,João Costa,70,Feminino,Salvador,Novo
2594,Juliana Lima,28,Masculino,Belo Horizonte,Inativo
2595,Juliana Almeida,32,Masculino,Rio de Janeiro,VIP
2596,João Pereira,65,Masculino,Belo Horizonte,VIP
2597,Juliana Lima,69,Masculino,Rio de Janeiro,Novo
2598,Paulo Pereira,65,Feminino,Rio de Janeiro,Ativo
2599,Juliana Silva,32,Masculino,Salvador,VIP
2600,Ana Pereira,61,Feminino,São Paulo,VIP
2601,Francisca Souza,33,Masculino,Salvador,Ativo
2602,Pedro Pereira,22,Feminino,São Paulo,Inativo
2603,Maria Silva,50,Feminino,Rio de Janeiro,Ativo
2604,Ana Pereira,37,Masculino,São Paulo,Ativo
2605,Maria Silva,64,Masculino,Salvador,Novo
2606,Ana Pereira,40,Masculino,Rio de Janeiro,VIP
2607,Pedro Fernandes,23,Masculino,Rio de Janeiro,Inativo
2608,Maria Silva,19,Feminino,Belo Horizonte,Inativo
2609,João Fernandes,64,Masculino,Salvador,Novo
2610,João Souza,64,Feminino,Salvador,Novo
2611,João Santos,59,Feminino,Belo Horizonte,Novo
2612,Carlos Santos,51,Feminino,São Paulo,Inativo
2613,Francisca Costa,51,Feminino,Curitiba,Novo
2614,Camila Gomes,43,Masculino,São Paulo,Ativo
2615,Carlos Souza,18,Feminino,Salvador,Inativo
2616,Lucas Pereira,52,Feminino,Belo Horizonte,Ativo
2617,Juliana Lima,69,Feminino,Curitiba,Ativo
2618,Pedro Almeida,19,Feminino,Curitiba,Ativo
2619,Camila Almeida,27,Masculino,Salvador,Ativo
2620,Lucas Gomes,24,Feminino,Curitiba,VIP
2621,Francisca Oliveira,29,Feminino,Rio de Janeiro,VIP
2622,João Pereira,41,Feminino,Rio de Janeiro,Ativo
2623,Maria Costa,43,Masculino,Rio de Janeiro,Ativo
2624,Juliana Oliveira,62,Masculino,Curitiba,Novo
2625,Maria Oliveira,41,Masculino,Salvador,Ativo
2626,Paulo Santos,22,Feminino,São Paulo,Ativo
2627,Carlos Souza,58,Masculino,Curitiba,VIP
2628,Juliana Santos,27,Feminino,São Paulo,Inativo
2629,Lucas Pereira,68,Feminino,Salvador,Inativo
2630,Juliana Santos,60,Masculino,São Paulo,VIP
2631,Carlos Lima,20,Feminino,Rio de Janeiro,Ativo
2632,Carlos Pereira,30,Feminino,Curitiba,Ativo
2633,Ana Lima,37,Feminino,Rio de Janeiro,VIP
2634,Maria Gomes,59,Masculino,Rio de Janeiro,VIP
2635,Maria Oliveira,59,Feminino,São Paulo,Inativo
2636,Francisca Lima,42,Masculino,São Paulo,Ativo
2637,Juliana Santos,58,Masculino,São Paulo,Ativo
2638,Ana Santos,43,Feminino,Belo Horizonte,Ativo
2639,Camila Fernandes,44,Masculino,Salvador,Novo
2640,Carlos Lima,41,Masculino,Curitiba,Ativo
2641,Carlos Almeida,55,Masculino,Salvador,Novo
2642,Carlos Souza,55,Feminino,Rio de Janeiro,Novo
2643,Maria Fernandes,25,Feminino,Curitiba,Novo
2644,Camila Costa,32,Feminino,Belo Horizonte,Novo
2645,Juliana Souza,20,Masculino,Salvador,Ativo
2646,Juliana Pereira,35,Masculino,Salvador,Inativo
2647,Lucas Costa,27,Feminino,Salvador,Novo
2648,Camila Pereira,52,Feminino,Salvador,Novo
2649,Ana Souza,47,Feminino,Belo Horizonte,VIP
2650,Camila Costa,68,Masculino,Salvador,VIP
2651,Ana Lima,67,Feminino,Salvador,Inativo
2652,Camila Almeida,25,Masculino,São Paulo,Inativo
2653,Paulo Oliveira,20,Masculino,Belo Horizonte,Inativo
2654,Carlos Lima,51,Feminino,Rio de Janeiro,Novo
2655,Lucas Fernandes,42,Feminino,Curitiba,VIP
2656,Lucas Fernandes,19,Feminino,Curitiba,VIP
2657,Pedro Lima,60,Feminino,São Paulo,Inativo
2658,Carlos Almeida,63,Feminino,Belo Horizonte,VIP
2659,Paulo Pereira,22,Masculino,Rio de Janeiro,Novo
2660,Pedro Fernandes,52,Masculino,Salvador,Novo
2661,Camila Silva,57,Masculino,Rio de Janeiro,Ativo
2662,Camila Souza,51,Masculino,Rio de Janeiro,Inativo
2663,Camila Oliveira,65,Feminino,Belo Horizonte,Inativo
2664,Pedro Souza,65,Masculino,Rio de Janeiro,Ativo
2665,Maria Costa,23,Masculino,Salvador,Inativo
2666,Pedro Gomes,67,Feminino,São Paulo,VIP
2667,Ana Silva,49,Feminino,Salvador,Ativo
2668,Ana Costa,41,Masculino,Belo Horizonte,Ativo
2669,Carlos Costa,42,Feminino,Curitiba,Inativo
2670,João Costa,47,Masculino,Rio de Janeiro,Ativo
2671,Juliana Almeida,62,Feminino,Belo Horizonte,VIP
2672,Ana Almeida,33,Feminino,Curitiba,Ativo
2673,Carlos Pereira,22,Masculino,Salvador,Novo
2674,Camila Lima,46,Masculino,Rio de Janeiro,Ativo
2675,Pedro Pereira,34,Masculino,Curitiba,VIP
2676,Juliana Souza,41,Masculino,São Paulo,Ativo
2677,Lucas Gomes,59,Masculino,Rio de Janeiro,Ativo
2678,Francisca Gomes,18,Feminino,Salvador,Novo
2679,Pedro Lima,46,Feminino,Belo Horizonte,Ativo
2680,Juliana Oliveira,67,Masculino,Rio de Janeiro,Novo
2681,Maria Pereira,38,Masculino,Rio de Janeiro,Novo
2682,Paulo Costa,38,Feminino,Rio de Janeiro,VIP
2683,Maria Souza,49,Masculino,Curitiba,Novo
2684,Francisca Almeida,62,Masculino,Rio de Janeiro,VIP
2685,João Fernandes,67,Feminino,Belo Horizonte,Ativo
2686,Ana Pereira,59,Feminino,Salvador,Inativo
2687,Juliana Pereira,56,Feminino,Belo Horizonte,Inativo
2688,Maria Almeida,21,Masculino,São Paulo,Inativo
2689,Juliana Souza,29,Masculino,Salvador,VIP
2690,Ana Souza,29,Feminino,Belo Horizonte,Ativo
2691,Maria Souza,55,Masculino,São Paulo,Ativo
2692,Paulo Santos,29,Masculino,Salvador,Inativo
2693,Lucas Gomes,66,Masculino,Belo Horizonte,Ativo
2694,Lucas Almeida,51,Masculino,São Paulo,Inativo
2695,João Pereira,63,Feminino,São Paulo,Ativo
2696,Carlos Souza,44,Feminino,São Paulo,Inativo
2697,Ana Costa,60,Masculino,Belo Horizonte,VIP
2698,Carlos Costa,51,Masculino,Belo Horizonte,Ativo
2699,Maria Lima,29,Feminino,Curitiba,Novo
2700,Pedro Almeida,24,Feminino,Curitiba,Inativo
2701,Maria Gomes,63,Masculino,Salvador,VIP
2702,João Lima,62,Feminino,Rio de Janeiro,Inativo
2703,Carlos Almeida,26,Masculino,Salvador,VIP
2704,Francisca Gomes,41,Feminino,Rio de Janeiro,VIP
2705,Camila Gomes,70,Masculino,Rio de Janeiro,VIP
2706,Juliana Pereira,45,Feminino,São Paulo,Inativo
2707,Ana Gomes,45,Feminino,Salvador,Inativo
2708,João Santos,27,Masculino,Curitiba,Ativo
2709,Ana Fernandes,50,Masculino,Rio de Janeiro,Novo
2710,Paulo Pereira,19,Masculino,São Paulo,Novo
2711,Francisca Gomes,21,Feminino,Curitiba,VIP
2712,Pedro Pereira,33,Feminino,Salvador,Novo
2713,Francisca Lima,61,Feminino,Salvador,Inativo
2714,Maria Silva,68,Masculino,Rio de Janeiro,Ativo
2715,Ana Almeida,24,Feminino,Rio de Janeiro,Novo
2716,João Santos,68,Masculino,São Paulo,Novo
2717,João Oliveira,23,Feminino,Rio de Janeiro,Inativo
2718,Lucas Silva,64,Feminino,Salvador,Ativo
2719,Ana Costa,41,Feminino,Rio de Janeiro,Novo
2720,Pedro Oliveira,30,Masculino,Salvador,Inativo
2721,Francisca Gomes,41,Masculino,Salvador,Ativo
2722,João Almeida,18,Masculino,Belo Horizonte,Inativo
2723,Maria Pereira,50,Masculino,Belo Horizonte,Novo
2724,Camila Fernandes,62,Masculino,Curitiba,Ativo
2725,Juliana Almeida,41,Feminino,Curitiba,Novo
2726,Camila Oliveira,28,Feminino,Salvador,Inativo
2727,Carlos Santos,66,Masculino,São Paulo,Novo
2728,Juliana Almeida,57,Feminino,Curitiba,VIP
2729,Juliana Silva,54,Masculino,São Paulo,VIP
2730,Carlos Almeida,18,Masculino,Rio de Janeiro,VIP
2731,Juliana Santos,63,Feminino,São Paulo,Ativo
2732,Francisca Costa,42,Feminino,Salvador,Novo
2733,Ana Souza,57,Masculino,Curitiba,VIP
2734,Juliana Lima,53,Feminino,Salvador,Novo
2735,Ana Pereira,70,Masculino,Curitiba,Inativo
2736,Camila Fernandes,25,Masculino,Belo Horizonte,Novo
2737,João Almeida,64,Masculino,Belo Horizonte,VIP
2738,Pedro Fernandes,50,Masculino,Curitiba,Inativo
2739,Pedro Silva,23,Masculino,Curitiba,Novo
2740,Paulo Almeida,39,Feminino,Salvador,Inativo
2741,Juliana Fernandes,47,Feminino,Curitiba,Inativo
2742,Paulo Santos,63,Feminino,Salvador,VIP
2743,Maria Souza,31,Masculino,Rio de Janeiro,VIP
2744,Carlos Fernandes,61,Feminino,São Paulo,Inativo
2745,João Gomes,58,Masculino,Rio de Janeiro,Ativo
2746,Carlos Gomes,64,Masculino,Salvador,Inativo
2747,Pedro Oliveira,24,Masculino,Salvador,Novo
2748,Maria Almeida,55,Masculino,Salvador,VIP
2749,Pedro Silva,19,Masculino,Rio de Janeiro,VIP
2750,Ana Gomes,22,Feminino,Belo Horizonte,VIP
2751,João Fernandes,53,Feminino,São Paulo,Inativo
2752,Juliana Silva,23,Feminino,Belo Horizonte,VIP
2753,Francisca Fernandes,63,Masculino,Belo Horizonte,Ativo
2754,Paulo Lima,61,Feminino,Curitiba,VIP
2755,Pedro Fernandes,67,Feminino,Salvador,Inativo
2756,João Fernandes,30,Masculino,Salvador,Ativo
2757,Lucas Santos,48,Feminino,Salvador,Inativo
2758,Ana Pereira,61,Feminino,Belo Horizonte,Ativo
2759,Pedro Costa,55,Masculino,São Paulo,Novo
2760,Paulo Oliveira,39,Feminino,São Paulo,Novo
2761,Camila Gomes,44,Feminino,Rio de Janeiro,Ativo
2762,Juliana Gomes,52,Feminino,Belo Horizonte,VIP
2763,Ana Costa,68,Feminino,São Paulo,Inativo
2764,Maria Oliveira,50,Feminino,Curitiba,Novo
2765,Juliana Oliveira,55,Masculino,São Paulo,Ativo
2766,Carlos Fernandes,42,Feminino,Salvador,Ativo
2767,Camila Fernandes,64,Feminino,Salvador,Inativo
2768,Ana Pereira,22,Masculino,Salvador,Novo
2769,Maria Almeida,45,Feminino,Curitiba,VIP
2770,Maria Oliveira,62,Masculino,Curitiba,Inativo
2771,Camila Costa,55,Masculino,São Paulo,Ativo
2772,Maria Silva,70,Feminino,Belo Horizonte,Novo
2773,Camila Souza,20,Masculino,Curitiba,Ativo
2774,Francisca Costa,28,Masculino,Rio de Janeiro,Ativo
2775,Lucas Lima,57,Masculino,Curitiba,VIP
2776,Juliana Oliveira,49,Feminino,Salvador,Novo
2777,Carlos Oliveira,46,Masculino,São Paulo,VIP
2778,Maria Silva,59,Masculino,Salvador,Inativo
2779,Lucas Lima,31,Masculino,Belo Horizonte,VIP
2780,Ana Lima,26,Feminino,Curitiba,Inativo
2781,Carlos Gomes,18,Feminino,São Paulo,Novo
2782,Juliana Santos,49,Masculino,Belo Horizonte,Ativo
2783,Paulo Santos,37,Masculino,Curitiba,VIP
2784,Ana Costa,53,Masculino,Belo Horizonte,VIP
2785,Juliana Costa,35,Feminino,Salvador,VIP
2786,Francisca Santos,67,Feminino,Curitiba,Inativo
2787,João Oliveira,20,Masculino,São Paulo,Novo
2788,Camila Lima,38,Masculino,São Paulo,Novo
2789,Lucas Lima,54,Feminino,Curitiba,VIP
2790,Camila Lima,67,Masculino,Rio de Janeiro,VIP
2791,Francisca Silva,53,Feminino,São Paulo,VIP
2792,Ana Santos,57,Masculino,São Paulo,Inativo
2793,Camila Souza,28,Masculino,Salvador,VIP
2794,Maria Costa,54,Masculino,Rio de Janeiro,Novo
2795,Paulo Fernandes,32,Masculino,Salvador,VIP
2796,Juliana Almeida,38,Masculino,Curitiba,Ativo
2797,Lucas Oliveira,41,Feminino,São Paulo,Inativo
2798,Lucas Fernandes,58,Masculino,Salvador,Ativo
2799,Francisca Santos,20,Masculino,Salvador,Inativo
2800,Juliana Costa,36,Masculino,Salvador,Novo
2801,Carlos Gomes,49,Masculino,Salvador,Novo
2802,Camila Oliveira,62,Feminino,Belo Horizonte,VIP
2803,Juliana Souza,52,Feminino,São Paulo,Novo
2804,Maria Costa,45,Feminino,Curitiba,Ativo
2805,Maria Souza,32,Masculino,Rio de Janeiro,VIP
2806,Carlos Souza,34,Masculino,Rio de Janeiro,Inativo
2807,Maria Silva,48,Feminino,Salvador,VIP
2808,Ana Lima,64,Masculino,Belo Horizonte,Inativo
2809,Carlos Santos,58,Masculino,Salvador,Inativo
2810,João Silva,41,Masculino,Rio de Janeiro,Inativo
2811,Pedro Costa,27,Feminino,Belo Horizonte,Inativo
2812,Camila Souza,38,Feminino,Rio de Janeiro,Ativo
2813,Ana Lima,49,Masculino,Curitiba,Inativo
2814,João Santos,23,Masculino,Curitiba,Novo
2815,Juliana Fernandes,35,Masculino,Rio de Janeiro,VIP
2816,Carlos Almeida,41,Feminino,Curitiba,Ativo
2817,Pedro Fernandes,40,Feminino,Belo Horizonte,Inativo
2818,Camila Almeida,68,Feminino,São Paulo,Inativo
2819,Lucas Pereira,19,Feminino,Salvador,Inativo
2820,Juliana Gomes,23,Masculino,Rio de Janeiro,Inativo
2821,Francisca Souza,62,Feminino,São Paulo,Novo
2822,Paulo Almeida,65,Feminino,Rio de Janeiro,VIP
2823,Paulo Souza,34,Feminino,Curitiba,Novo
2824,Maria Pereira,59,Masculino,Salvador,Inativo
2825,Ana Fernandes,39,Masculino,Salvador,Novo
2826,Paulo Costa,41,Masculino,Salvador,Inativo
2827,Lucas Costa,46,Masculino,Curitiba,Novo
2828,Paulo Souza,30,Feminino,São Paulo,VIP
2829,Ana Pereira,62,Feminino,Belo Horizonte,Ativo
2830,Lucas Oliveira,44,Masculino,São Paulo,Ativo
2831,Francisca Santos,24,Feminino,Curitiba,Ativo
2832,João Oliveira,53,Masculino,São Paulo,Inativo
2833,Carlos Fernandes,64,Masculino,Curitiba,Ativo
2834,Paulo Costa,67,Feminino,Curitiba,Novo
2835,Ana Costa,54,Feminino,Curitiba,Ativo
2836,Ana Fernandes,57,Feminino,Curitiba,Ativo
2837,Camila Oliveira,18,Feminino,Rio de Janeiro,Inativo
2838,Camila Oliveira,42,Masculino,Salvador,Inativo
2839,Juliana Gomes,18,Masculino,São Paulo,Inativo
2840,João Costa,45,Masculino,Belo Horizonte,Inativo
2841,Francisca Fernandes,41,Masculino,Rio de Janeiro,VIP
2842,Camila Santos,65,Feminino,Salvador,VIP
2843,Francisca Souza,23,Feminino,Rio de Janeiro,VIP
2844,Juliana Silva,21,Feminino,Curitiba,Ativo
2845,Lucas Fernandes,68,Feminino,Belo Horizonte,Inativo
2846,Juliana Pereira,51,Masculino,Salvador,VIP
2847,Lucas Almeida,58,Feminino,Salvador,Inativo
2848,Paulo Fernandes,43,Feminino,Rio de Janeiro,Novo
2849,Juliana Santos,28,Feminino,São Paulo,Ativo
2850,Pedro Pereira,62,Feminino,Belo Horizonte,Inativo
2851,João Costa,34,Feminino,Salvador,Ativo
2852,Lucas Silva,31,Masculino,São Paulo,Ativo
2853,Carlos Silva,56,Masculino,Curitiba,Inativo
2854,Francisca Gomes,21,Masculino,Rio de Janeiro,VIP
2855,João Costa,70,Feminino,Curitiba,Novo
2856,Ana Oliveira,21,Feminino,Curitiba,VIP
2857,Carlos Oliveira,41,Masculino,Curitiba,Inativo
2858,Francisca Santos,60,Feminino,Belo Horizonte,VIP
2859,Francisca Lima,48,Masculino,Belo Horizonte,Ativo
2860,Lucas Lima,18,Masculino,Belo Horizonte,Ativo
2861,Paulo Oliveira,39,Masculino,São Paulo,Inativo
2862,João Santos,47,Feminino,Curitiba,Ativo
2863,Francisca Santos,41,Masculino,Belo Horizonte,Novo
2864,Lucas Oliveira,38,Feminino,Salvador,VIP
2865,João Pereira,60,Masculino,Salvador,Novo
2866,Pedro Santos,34,Masculino,Rio de Janeiro,VIP
2867,João Gomes,39,Masculino,São Paulo,VIP
2868,Carlos Gomes,57,Feminino,Belo Horizonte,Ativo
2869,Francisca Costa,23,Feminino,Rio de Janeiro,Inativo
2870,Ana Oliveira,38,Feminino,São Paulo,Novo
2871,João Pereira,19,Feminino,Rio de Janeiro,Inativo
2872,Francisca Lima,38,Feminino,Belo Horizonte,Novo
2873,Camila Costa,36,Masculino,São Paulo,Inativo
2874,Camila Lima,55,Masculino,São Paulo,Inativo
2875,Juliana Santos,63,Feminino,Curitiba,Ativo
2876,João Gomes,55,Masculino,Curitiba,Inativo
2877,Pedro Costa,24,Masculino,São Paulo,VIP
2878,Camila Costa,47,Feminino,Salvador,Novo
2879,Ana Lima,47,Masculino,Belo Horizonte,Novo
2880,Lucas Santos,22,Feminino,Salvador,Novo
2881,Ana Almeida,33,Feminino,Rio de Janeiro,VIP
2882,Maria Almeida,46,Feminino,Salvador,Inativo
2883,Carlos Silva,28,Feminino,Rio de Janeiro,Ativo
2884,João Gomes,40,Masculino,São Paulo,Ativo
2885,Camila Costa,53,Feminino,Salvador,Inativo
2886,Pedro Souza,26,Feminino,Curitiba,VIP
2887,Paulo Souza,62,Feminino,Salvador,Inativo
2888,Pedro Costa,34,Feminino,Rio de Janeiro,VIP
2889,Ana Gomes,29,Masculino,Salvador,Inativo
2890,Camila Pereira,44,Masculino,Curitiba,VIP
2891,Francisca Santos,43,Masculino,Curitiba,Ativo
2892,Camila Gomes,69,Masculino,Salvador,Inativo
2893,Pedro Gomes,25,Feminino,Rio de Janeiro,Novo
2894,João Almeida,55,Masculino,Rio de Janeiro,Ativo
2895,Carlos Gomes,60,Masculino,Belo Horizonte,Inativo
2896,Juliana Gomes,35,Feminino,Belo Horizonte,Novo
2897,Paulo Fernandes,46,Masculino,Salvador,Ativo
2898,Camila Oliveira,69,Feminino,São Paulo,Inativo
2899,Ana Silva,41,Feminino,Rio de Janeiro,Novo
2900,Maria Fernandes,64,Masculino,Salvador,VIP
2901,Juliana Costa,20,Masculino,Rio de Janeiro,Novo
2902,Pedro Lima,35,Feminino,Salvador,VIP
2903,Francisca Gomes,33,Feminino,Salvador,Ativo
2904,Lucas Costa,60,Masculino,Salvador,Ativo
2905,Maria Gomes,34,Masculino,Rio de Janeiro,Novo
2906,Ana Oliveira,30,Masculino,Salvador,Novo
2907,Camila Pereira,26,Masculino,Rio de Janeiro,Inativo
2908,Francisca Oliveira,61,Masculino,Belo Horizonte,Inativo
2909,Francisca Gomes,50,Feminino,Belo Horizonte,Novo
2910,Carlos Santos,38,Feminino,Belo Horizonte,Novo
2911,Juliana Gomes,24,Masculino,Salvador,Ativo
2912,Francisca Pereira,67,Masculino,Salvador,Inativo
2913,João Costa,28,Masculino,Belo Horizonte,Ativo
2914,Maria Souza,38,Masculino,Rio de Janeiro,Novo
2915,Ana Pereira,54,Masculino,Curitiba,Ativo
2916,Ana Costa,41,Masculino,São Paulo,Novo
2917,Pedro Pereira,46,Feminino,Rio de Janeiro,Ativo
2918,Juliana Oliveira,46,Masculino,São Paulo,Novo
2919,Lucas Costa,40,Masculino,Rio de Janeiro,VIP
2920,Ana Pereira,53,Feminino,Rio de Janeiro,Ativo
2921,Maria Pereira,67,Feminino,Salvador,VIP
2922,Camila Oliveira,51,Feminino,Curitiba,Inativo
2923,Juliana Fernandes,59,Masculino,São Paulo,Inativo
2924,João Almeida,31,Masculino,Curitiba,Novo
2925,Juliana Santos,31,Masculino,Salvador,VIP
2926,João Pereira,22,Masculino,Rio de Janeiro,Novo
2927,Maria Souza,32,Masculino,São Paulo,Inativo
2928,Francisca Lima,59,Feminino,São Paulo,Inativo
2929,Ana Costa,20,Masculino,Salvador,VIP
2930,Ana Pereira,62,Feminino,Belo Horizonte,Novo
2931,Carlos Almeida,57,Masculino,São Paulo,Inativo
2932,Francisca Lima,19,Masculino,Salvador,VIP
2933,Pedro Silva,19,Masculino,Rio de Janeiro,Novo
2934,Francisca Fernandes,26,Feminino,Rio de Janeiro,Novo
2935,João Lima,64,Feminino,Rio de Janeiro,Ativo
2936,João Lima,52,Feminino,Belo Horizonte,VIP
2937,João Souza,65,Feminino,Salvador,Novo
2938,João Lima,59,Feminino,Salvador,Inativo
2939,Paulo Oliveira,51,Masculino,São Paulo,Inativo
2940,Pedro Souza,49,Feminino,Curitiba,Novo
2941,Paulo Oliveira,48,Feminino,São Paulo,Ativo
2942,Camila Costa,30,Masculino,Rio de Janeiro,Ativo
2943,João Gomes,22,Feminino,Curitiba,Novo
2944,Maria Pereira,42,Masculino,Belo Horizonte,VIP
2945,Maria Almeida,37,Masculino,Salvador,Novo
2946,Ana Fernandes,27,Feminino,Curitiba,VIP
2947,Pedro Silva,26,Feminino,Rio de Janeiro,VIP
2948,Carlos Gomes,44,Masculino,Curitiba,VIP
2949,Paulo Lima,44,Feminino,Salvador,VIP
2950,Camila Pereira,69,Feminino,São Paulo,Ativo
2951,Maria Fernandes,53,Feminino,Rio de Janeiro,Ativo
2952,Carlos Santos,52,Masculino,Rio de Janeiro,Ativo
2953,Lucas Pereira,48,Masculino,Salvador,Ativo
2954,Ana Santos,34,Feminino,Curitiba,Inativo
2955,Camila Silva,26,Feminino,Belo Horizonte,Novo
2956,Paulo Lima,57,Masculino,Rio de Janeiro,Novo
2957,Carlos Lima,41,Feminino,Salvador,Inativo
2958,João Oliveira,46,Feminino,Belo Horizonte,Ativo
2959,Juliana Gomes,49,Masculino,São Paulo,VIP
2960,Maria Oliveira,25,Masculino,Rio de Janeiro,Novo
2961,João Fernandes,66,Masculino,Curitiba,Ativo
2962,Carlos Gomes,49,Masculino,Rio de Janeiro,VIP
2963,Maria Almeida,37,Masculino,Belo Horizonte,VIP
2964,João Lima,40,Feminino,Belo Horizonte,Inativo
2965,Juliana Oliveira,23,Feminino,Rio de Janeiro,Inativo
2966,Paulo Fernandes,31,Masculino,Belo Horizonte,Novo
2967,Camila Gomes,49,Masculino,Belo Horizonte,Inativo
2968,Pedro Silva,68,Masculino,Salvador,Novo
2969,Maria Gomes,50,Masculino,Curitiba,Inativo
2970,Ana Silva,46,Masculino,Salvador,Ativo
2971,Carlos Souza,38,Feminino,Belo Horizonte,VIP
2972,Maria Santos,35,Masculino,Curitiba,Novo
2973,Lucas Pereira,48,Masculino,Salvador,Ativo
2974,Paulo Souza,45,Feminino,Salvador,Novo
2975,Carlos Souza,31,Feminino,Rio de Janeiro,Inativo
2976,Lucas Souza,70,Masculino,São Paulo,Novo
2977,Francisca Almeida,38,Masculino,Rio de Janeiro,VIP
2978,Lucas Gomes,30,Feminino,Belo Horizonte,Novo
2979,Paulo Oliveira,34,Feminino,São Paulo,Novo
2980,Lucas Silva,43,Feminino,Belo Horizonte,Novo
2981,Camila Lima,30,Masculino,Salvador,Ativo
2982,Paulo Costa,26,Masculino,Curitiba,VIP
2983,Lucas Silva,24,Masculino,São Paulo,Ativo
